id,sierra-system-no,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
ywhmpcmh,b1603045x,,['Closed stores'],Postage stamps ephemera. Box 11.,,Ephemera,1 box ; 34 x 33 cm.,"['Ephemera', 'Postage stamps', 'Postal stationery', 'Pictorial envelopes']","['Red Cross', 'Malaria', 'prevention & control', 'Neoplasms', 'prevention & control', 'Leprosy', 'prevention & control', 'Vaccination', 'Tuberculosis, Pulmonary', 'prevention & control', 'Disabled Persons', 'Plants, Medicinal', 'Diabetes Mellitus', 'history', 'Child Welfare', 'Switzerland', 'Tanzania', 'Thailand', 'Togo', 'Transkei (South Africa)', 'Trinidad and Tobago', 'Tristan da Cunha', 'Tunisia', 'Turkey', 'Turks and Caicos Islands', 'Tuvalu', 'Uganda', 'United Arab Emirates', 'United Nations', 'Aretaeus, of Cappadocia.', 'Avicenna, 980-1037.', 'Banting, F. G. (Frederick Grant), 1891-1941.', 'Bernard, Claude, 1813-1878.', 'Dunant, Henry, 1828-1910.', 'Enders, John F.', 'Fleming, Alexander, Sir, 1881-1955.', 'Florey, Howard, Baron Florey, 1898-1968.', 'Halstead, William Stewart, 1852-1922.', 'Kocher, Theodor, 1841-1917.', 'Koch, Robert, 1843-1910.', 'Magendie, François, 1783-1855.', 'Malpighi, Marcello, 1628-1694.', 'Minkowski, Oscar, 1858-1931.', 'Pasteur, Louis, 1822-1895.', 'Ramón y Cajal, Santiago, 1852-1934.', 'Salk, Jonas, 1914-1995.', 'Vesalius, Andreas, 1514-1564.', 'Guarino, Julia, 1897-1985.', 'Luisi, Paulina, 1875-1950.', 'Terre des hommes Schweiz', 'World Health Organization', 'Jamʻīyat al-Hilāl al-Aḥmar li-Dawlat al-Imārāt al-ʻArabīyah al-Muttaḥidah']",,,,,['English'],"<p>Box file containing postage stamps, first day covers and postmarks on medical subjects in acid free sleeves. Stamps are dated with Stanley Gibbons number (where possible). Countries are: Switzerland, Syria, Tanzania, Thailand, Togo, Transkei, Trinidad and Tobago, Tristan da Cunha, Tunisia, Turkey, Turks & Caicos Islands, Tuvalu, Uganda, United Arab Emirates, United Nations (New York, Geneva and Vienna). Stamps include: water purification, Red Crescent, population control, blood donation, eye donation, first aid, blood transfusion, Avicenna, Red Cross emergency medical services, nurses, public health, Mehmet Akif Ersoy, smallpox vaccination in Turkey, Hafsa Sultan, Gülhane Medical Military Academy (Ankara), ambulances, medicinal plants (garlic, leeks, onions), high blood pressure (hypertension prevention), nutrition, health education, deaf children, child survival (1985), braille, breast feeding, growth monitoring, immunisation, oral rehydration therapy,  World Blind Week (1977), drug addiction, Sirikit Medical Center, 1st Pacific congress of allergology and immunology, malnutrition, family planning, demography, disability, tuberculosis (Uganda Stop TB Partnership, 2005), Commonwealth pharmaceutical conference (1982), autism, Hamdan Bib Rashid Al Maktoum, polio vaccination, sanitation, Red Crescent Society , pharmacy (Uruguay), 2002 World congress on gastroenterology, Marcello Malpighi, diabetes, immunisation, Emil von Behring, Kitasato, Camille Guerin, Albert Calmette, Jonas Salk, diphtheria, poliomyelitis, measles, rubella, septicaemia, Thomas Weller, Ignaz Semmelweis, Sir James Simpson (chloroform for obstetrics), René Laënnec (stethoscope), stopping smoking, lung cancerLions Club providing glasses, disabled sports.</p>",,,,,,https://wellcomecollection.org/works/ywhmpcmh
r4drtdkr,b15578768,,['Closed stores'],Healthfile : it's your choice. Episode 13.,,Videos,"1 videocassette (VHS) : sound, color, PAL.",['Videocassettes'],"['Thalassemia', 'prevention & control', 'Antimalarials', 'Smoking Cessation']",,"[Place of publication not identified] : [publisher not identified], [date of publication not identified]",['[publisher not identified]'],['[Place of publication not identified]'],['English'],<p>Episode 13: Includes items on thalassaemia eradication in Cyprus; community medical care in Alaska; Australian aboriginal medicine; Medecin Sans Frontieres providing anti-malaria education in Thailand; and anti-smoking campaigns in Britain.</p>,,,,,,https://wellcomecollection.org/works/r4drtdkr
k2pg82uk,b18606374,WTI/SGB/A.21/3,['Closed stores'],Letters from Mali to Stanley,,Archives and manuscripts,1 file,,,,Jan-Aug 1967,,,['English'],"While Browne was in Agra, India, Jan 1967; Papua New Guinea, Melbourne and Sydney, Australia and Bangkok, Thailand, Jul-Aug 1967. With some papers relating to seminars, churches, etc. that he attended on those visits",,,,,,https://wellcomecollection.org/works/k2pg82uk
qptrntvz,b15578756,,['Closed stores'],Healthfile : it's your choice. Episode 7.,,Videos,"1 videocassette (VHS) (29 min.) : sound, color, PAL.",['Videocassettes'],"['Infertility', 'Acquired Immunodeficiency Syndrome']",,"[Place of publication not identified] : [publisher not identified], [date of publication not identified]",['[publisher not identified]'],['[Place of publication not identified]'],['English'],"<p>Episode 7: Includes items on infertility - male and female causes; a highly successful prosthesis production enterprise in Jaipur, India; sea urchin research in the Red Sea; a Macao leper colony; and AIDS in Thailand.</p>",,,,,,https://wellcomecollection.org/works/qptrntvz
v69wuafh,b1936569x,SA/IEA/D/2/3/12,['Closed stores'],South East Asia meeting,,Archives and manuscripts,1 file,,,,1988,,,['English'],Conference programme.,,,,,,https://wellcomecollection.org/works/v69wuafh
danrm67z,b15594476,,['Closed stores'],Malaria.,,Videos,"1 videocassette (VHS) : sound, color, PAL.","['Videocassettes', 'Documentary television programmes']","['Culicidae', 'Tropical Medicine', 'Malaria', 'prevention & control', 'Plasmodium malariae']",,"England, 1985.",,"['England,']",['English'],"<p>Shows the life cycle of the anopheles mosquito and explains how the action of the plasmodium parasite causes the symptoms of malaria. Provides an overview of malaria prevention and control in Africa, India and Thailand.</p>",,,,,,https://wellcomecollection.org/works/danrm67z
d74t8m23,b19715584,SA/WFO/D/26,['Closed stores'],Bulletins 2004,,Archives and manuscripts,1 file,,,,2004,,,,"World Federation of Occupational Therapists bulletins from May and November 2004. Mainly articles on topical issues in the field of  Occupational Therapy in Philippines, United Kingdom, Germany, Netherlands, Brazil, Israel, France, Switzerland, USA, Canada, Sweden, Thailand and Slovenia.",,,,,,https://wellcomecollection.org/works/d74t8m23
hr3wd8eq,b19022244,PP/GWP/B/13/8,['Closed stores'],World Tour Mar-May 1963,,Archives and manuscripts,1 File,,,,November 1962-October 1963,,,,"India, Iran, Thailand, Hong Kong, Japan and USA. Includes correspondence with British Council and CIBA, brief notes by GWP on impressions of tour [GWP's lectures included 'Arterial Occlusion', 'Hypertension', 'Arterial Thrombosis and Embolism', 'Nature of Essential Hypertension', 'Location and Function of Renin']",,,,,,https://wellcomecollection.org/works/hr3wd8eq
j92x4wpt,b20273964,PP/MCD/B/7,['Closed stores'],Korea,,Archives and manuscripts,1 file,,,,1981-1982,,,['English'],"Manual for the joint chemotherapy trials in lepromatous leprosy conducted in Kore the Philippines and Thailand and coordinated by Sasakawa Memorial Health Foundation. Third Standardization Workshop Cebu, Philippines. 1981; Report on a visit to South Korea (sponsored by Sasakawa Memorial Health Foundation , Japan) in 1982 and correspondence around the visit.",,,,,,https://wellcomecollection.org/works/j92x4wpt
vhyep6aw,b21429789,SA/ILE/B/4/3/11,,Pacific Rim Working Group,,Archives and manuscripts,4 files,,,,1990-1996,,,,,,,,,,https://wellcomecollection.org/works/vhyep6aw
hrk4rgwx,b19205181,WTI/SGB/K.5/16,['Closed stores'],"Clinical Images of Leprosy and Related Conditions, and some Non-Clincal Images",,Archives and manuscripts,1 file Transferred to 2 A4 Secol sleeves,,,,1960s-1970s,,,['English'],"From a box labelled 'flowers'
<p>Non clinical images. Most slides labelled: Butterfly on flower near Bankura; a gift of flowers near Mt [Hagen?] flowers amid blood red dust, Nigeria 1970; music bush; easter lilly, water lillies, Thailand; water hyacinth; blue and white gardenia type; alamanda; nyankunde bougainvillea; hibiscus; flame of forest; forest lilly; bird of paradise, Sydney</p>",,,,,,https://wellcomecollection.org/works/hrk4rgwx
vh8s2nmh,b19662555,WTI/SGB/H.6/4,['Closed stores'],Stanley Browne's foreign trips: Australasia and the Far East 'Part 2',,Archives and manuscripts,1 file,,,,1969-1974,,,['English'],"Correspondence and papers relating to Browne's visits to New Zealand, Taiwan and Thailand, (with some papers relating to a similar visit in 1969; 'Report on tour of Medical Consultant, to S E Asia and Australasia, 27 July to 11 September 1969' and additional correspondence with the Happy Mount Colony, Taipei, Taiwan, 1974 (See also K.5)",,,,,,https://wellcomecollection.org/works/vh8s2nmh
z3zcfxa5,b2027385x,PP/MCD/A/3/6,['Closed stores'],Correspondence 1986,,Archives and manuscripts,2 files,,,,1986,,,['English'],"<p><i>Leprosy Review</i> submissions, international projects, bubble packs for Multiple Drug Therapy (MDT) treatment in India and Thailand.</p><p>Please note that all correspondence from this period naming patients and discussing their conditions has been  extracted to file A/3/9 and closed under the Data Protection Act until 1 January 2089.</p>",,,,,,https://wellcomecollection.org/works/z3zcfxa5
e6de83tq,b32216397,SA/HEC/B/34/3,['Closed stores'],"Elective study reports, by medical students",,Archives and manuscripts,1 file (in 3 parts),,,['Health Education Council'],1981- 1988,,,,Kenyan Elective; health education in Ka Ngwane Homeland; Fondation Pedodontique D'Haiti in Haiti; Health care in Nigeria; North east Thailand; baseline study on diarrhoea and oral rehydration;dental health in black and white populations in the transvaal; nutrition in aboriginal children in western australia; Zimbabwe; dental study in Johannesburg; Poliomyelitis in the developing countries; Vietnamese refugees in Hong Kong;Tobacco smoking in China; Review of food patterns amongst lower income groups in the UK,,,,,,https://wellcomecollection.org/works/e6de83tq
kjqt4yst,,,['Online'],Liver: penicilliosis with HIV,,Digital Images,,,,,,,,,"Penicilliosis

This is a high power view of the liver in an in infection by Penicillium marneffei, a dimorphic fungus.<I> </I>The portal tract macrophages and Kupffer cells in the liver parenchyma contain abundant small yeasts. H&E stain.

This patient presented in Hong Kong, having acquired the infection in Thailand. In Southeast Asia penicilliosis is a frequent HIV-associated disseminated infection. It parasitizes macrophages and can also produce skin lesions.",,,['nvr9btwj'],CC0 1.0 Universal,"https://iiif.wellcomecollection.org/image/W0047295/full/300,/0/default.jpg",https://wellcomecollection.org/works/kjqt4yst
czqcv923,b30005504,EPH751:159,['Closed stores'],Gwen Prout stamp collection vol.159 Surgical Operations and Surgical Implements,,Archives and manuscripts,1 volume,,"['Surgical Instruments', 'General Surgery']",,1935-2014,,,,"<p>The volume comprises a collection of stamps, first day covers, articles and notes on the theme of surgery. The stamps come from all over the world covering Europe, North America, South America, Africa, Asia and Oceania.</p>

<p>The following are represented in the volume:</p>
<p>National Defense Medical Centre (China)</p>
<p>Chula Medicine (Thailand)</p>
<p>Jules Péan</p>
<p>Historical medical implements</p>
<p>Enrique Finochietto</p>
<p>Hypodermic Needle</p>
<p>Maximiano Lemos</p>
<p>Valeriu Bologa</p>",,,,,,https://wellcomecollection.org/works/czqcv923
ss9fbdr2,b15621558,,['Closed stores'],Drug advertising ephemera. Box 104.,,Ephemera,1 box ; 34 x 33 cm.,"['Blotting paper', 'Ephemera', 'Display cards', 'Leaflets', 'Stickers']","['Pharmaceutical Preparations', 'Drug Industry', 'Dyspepsia', 'drug therapy', 'Antitussive Agents', 'Peptic Ulcer', 'Anti-Ulcer Agents', 'Antidepressive Agents', 'Depression', 'drug therapy']",,,,,['English'],"<p>Box file containing items of ephemera in acid free sleeves. These include: Ju-Nip kidney cleansers (1930s?), Kolantyl (for peptic ulcer), Liquifruta (herbal cough medicine), a series of 6 entitled 'Natural histories' which would originally have had a second part with product data but that has been lost, a sheet of 12 German ""poster stamps"" for Löwenfranzbranntwein with menthol (shampoo, tonic, analgesic, embrocation, ca.1910?), Luizym (Thailand?), Norval (antidepressant), poster stamp for OZ, Ozet-Bäder baths (cured most ailments: diabetes, asthma, rheumatism, menstrual disorders).</p>",,,,,,https://wellcomecollection.org/works/ss9fbdr2
yhq2efzj,b18863644,WF/M/PL/208,['Closed stores'],Neosporin (for bacterial infections),,Archives and manuscripts,4  Items,,,,1966-c.1986.,,,,"Neosporin for bacterial infection.
<p>
Folder 1.<br>
Neosporin 1966-1972.<br>
Material includes eye drops for bacterial eye infections, advertising for consumers.
</p><p>
Folder 2.<br>
Neosporin 1973-1986.<br>
Material includes eye drops for bacterial eye infections and advertising for consumers.
</p><p>
Folder 3.<br>
Neosporin undated material, colour transparencies of product and packaging and ""Dear Sir/Doctor"" letters.
</p><p>
Folder 4.<br>
Neosporin overseas not including USA. Countries include Canada, France, Eire, Lebanon, India, Indonesia, Pakistan, Philippines, Spain and Thailand.</p>",,,,,,https://wellcomecollection.org/works/yhq2efzj
j5r3kurx,b19636556,WF/M/I/BP/51,['Closed stores'],Visits,,Archives and manuscripts,5 Items Black and white and colour gelatine photographs and contact prints.,,,,1959-1989,,,,"Various visits, some identified. Bundled into:<br>
Folder 1. Visit of Lord Hallsham and D Ernst Chain  6 Jul 1959<br>
Folder 2.  Visit of Dr Sabin May 1961includes images with John Vane, Duke Pirbright  and Andy Gray. Opening of the laboratories by G Hitching, 28 Jan 1988. Visit by Prince of Wales, 1982.<br>
Folder 3. Visits include Parliamentary delegates unidentified [no reference numbers]; Mayor of Lewisham to Wellcome Reagents Ltd. <br>
Folder 4. Visit by Farriers.<br>
Folder 5. Doctors from Thailand visit, visit by Mrs Knight, 1986.",,,,,,https://wellcomecollection.org/works/j5r3kurx
messvcy2,b19632551,WTI/SGB/K.5/9,['Closed stores'],"Clinical Images of Leprosy and Related Conditions, and some Non-Clincal Images",,Archives and manuscripts,1 file,,,,1960s-1970s,,,['English'],"From an unlabelled box of slides
<p>Non-clinical images of various places around the world. Bit jumbled up - some connected to other groups of slides in this series(?). Nearly all labelled: HLC [Happy Mount Leprosy Colony] - Fraser Gate; HK [Hong Kong] - ""Estate""; HK - gateway; HK - graveyard; Juggernaut temples; temple of faiths, Chingleput [Tamil Nadu, India], Feb 1963; monk and temple Chiangmai; seminar, Chiangmai [Thailand]; paintings and picture of 'the artist'; missionary radio 'sked' (schedule) centre; Dr Karum, [unidentified hospital name, Jura?]; Seoul schoolgirls; Tae[g]u, [South Korea] hotel; TLM Taepu HQ</p>",,,,,,https://wellcomecollection.org/works/messvcy2
uvgey75y,b20172424,WTI/LEP/D/1/9,['Closed stores'],Reports on grants given for Medical Research,,Archives and manuscripts,1 file,,,,February 1976-March 1980,,,['English'],"<p>List of grants given 1972-1976 (15);
</p><p>Medical Elective Student Reports:
Butler, P. - India (13);
Jones Miss A.S. - India (12);
Lockwood, Diana N.J.- Bombay and Sri Lanka (9);
Pilkington, Ms. A, & Da. Cunha Ms. F. - India (14);
Pocock J & Cole R. - Bolivia (11);
Price, N.J. - McKean Centre, Thailand (8);
Turk, J. - India (10);
</p><p>Paper on research (1-2);
</p><p>Research work:
Dr. J. Boddingius 1977;
Ultrastructural and Histophysiological changes in vasa nervorum of patients and mice with leprosy neuropathy (3-7)</p>",,,,,,https://wellcomecollection.org/works/uvgey75y
v3y5v9e3,,,['Online'],Photinia x fraseri 'Red Robin',,Digital Images,,,"['Countryside', 'Garden', 'Herbal remedies', 'Petal', 'Poison', 'Red']",['Dr Henry Oakeley'],,,,,"Photinia x fraseri Dress. Rosaceae 'Red Robin' Evergreen shrub. Distribution: Himalaya to Japan, south to India and Thailand. Named for John Fraser (1750-1811) Scot who had a plant nursery in Chelsea and made several plant collecting trips to North America. From Newfoundland to the Carolinas. Poisonous. Leaves contain cyanogenic glycosides, stored in vacuoles in the cell. When chewed are converted to hydrogen cyanide by enzymes in the cell, so are exceedingly poisonous to animals, particularly ruminants. Photographed in the Medicinal Garden of the Royal College of Physicians, London.",,,['sjxwrqca'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/B0009110/full/300,/0/default.jpg",https://wellcomecollection.org/works/v3y5v9e3
q5xtpgen,b20605377,,['Closed stores'],"Foreign bodies, common ground : we have pleasure in inviting you to the opening of our new exhibition ... Wednesday 13 November ... / Wellcome Collection.",,Ephemera,1 folded sheet ; 24 x 30 cm folded to 11 x 15 cm,"['Ephemera', 'Invitations', 'Novelty works']","['Exhibitions', 'Art', 'Biomedical Research', 'Medicine in the Arts', 'London (England)', 'Wellcome Collection']","['Wellcome Collection.', 'Wellcome Trust (London, England)']","London : Wellcome Collection, 2013.",['Wellcome Collection'],['London'],['English'],,,,,,,https://wellcomecollection.org/works/q5xtpgen
en4jn2tw,b30005462,EPH751:157,['Closed stores'],Gwen Prout stamp collection vol.157 Ambulances #2,,Archives and manuscripts,1 volume,,['Ambulances'],,1965-2015,,,,"<p>The volume comprises a collection of stamps, first day covers, articles and notes on the theme of ambulances and ambulance services. The stamps come from all over the world covering Europe, North America, South America, Africa, Asia and Oceania. Additional items are in volume 156.</p>

<p>The following are represented in the volume:</p>
<p>Royal Flying Doctor Service, Australia</p>
<p>Rotary International</p>
<p>Swiss Air Rescue</p>
<p>Medical Department of the Military, Thailand</p>
<p>Red Cross in Ecuador</p>
<p>United Nations</p>
<p>Ernest Hemingway</p>
<p>Hospital ships</p>",,,,,,https://wellcomecollection.org/works/en4jn2tw
qsb8zx5a,b11776183,19740i,['Closed stores'],"Amoy (Xiamen), Fukien province, China: a shop. Photograph by John Thomson, ca. 1870.",,Pictures,"1 photograph : glass photonegative, wet collodion : stereograph","['Genre photographs', 'Wet collodion negatives', 'Photographs']","['Stores, Retail', 'Fujian Sheng (China)', 'Xiamen (Xiamen Shi, China)']","['Thomson, J. (John), 1837-1921.']",1870,,"['No place, unknown, or undetermined']",['English'],"<p>The interior of a shop with two men, one clean-shaven and seated, the other bearded and standing, the former apparently buying rice (?)  from the latter</p>
<p>John Thomson was fascinated by China’s shops. From Hong Kong to Beijing, he took many photographs of various types. This one shows two old men inside a grain shop. Since the Treaty of Nanjing in 1842, the trade in Amoy (Xiamen) had grown considerably. The chief commodities in the area included tea, sugar and grain. Tea and sugar were grown mainly for export, while large amounts of rice were imported from Formosa (Taiwan) and from Thailand</p>","Chinese shop, Amoy

Bears Thomson's negative number: ""741""",,"['bd95qutr', 't56mu4nx']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056272/full/300,/0/default.jpg",https://wellcomecollection.org/works/qsb8zx5a
